Test_ID,Applied_Voltage_kV,Load_Current_A,Ambient_Temperature_C,Test_Duration_min,Sensor_S1,Sensor_S2,Sensor_S3,Sensor_S4,Reference_Parameter,Validity_Label,Sensor_S1_imputed,Sensor_S2_imputed,Sensor_S3_imputed,Sensor_S4_imputed,S3_observed_or_imputed,fold,S3_actual,S3_expected,S3_consistency_residual,S3_abs_residual,S3_consistency_z,regime_id
TRN-0541,29.5137,89.7528,32.8875,44.0727,19.4791,18.9202,24.4323,46.1615,36.989,Valid,0,0,0,0,0,0,24.4323,24.57745939379057,-0.14515939379056775,0.14515939379056775,-0.08702035389143473,0
TRN-0513,8.5988,18.8074,39.8048,25.8064,5.467,6.0593,7.4333,30.0082,13.1153,Valid,0,0,0,0,0,2,7.4333,7.24279212012234,0.19050787987765982,0.19050787987765982,0.11354224098922022,1
TRN-0830,29.6897,109.4003,33.5982,31.3241,20.6293,20.8849,25.3653,48.7288,53.7412,Valid,0,0,0,0,0,4,25.3653,25.47032880954307,-0.10502880954306804,0.10502880954306804,-0.06304216256286756,1
TRN-0124,28.7059,44.4546,28.3929,31.8519,16.5947,25.0,21.7478,58.4106,20.567,Invalid,0,0,0,0,0,0,21.7478,21.563056981313505,0.1847430186864969,0.1847430186864969,0.11009771240294756,0
TRN-0434,18.3304,91.2825,54.8353,42.0785,14.206,15.9913,17.3458,,51.9073,Valid,0,0,0,1,0,4,17.3458,17.361352332525012,-0.015552332525011536,0.015552332525011536,-0.009579594659217514,2
TRN-0742,31.1274,41.4679,25.8498,14.7618,17.5962,15.2001,23.0903,49.2011,21.1804,Valid,0,0,0,0,0,1,23.0903,22.734599917761507,0.35570008223849214,0.35570008223849214,0.2122452703238158,2
TRN-0351,8.8242,109.9343,21.3625,17.1093,10.3528,12.9679,11.602,47.0632,43.8924,Valid,0,0,0,0,0,0,11.602,11.72839784834462,-0.1263978483446202,0.1263978483446202,-0.07581025230038782,2
TRN-0736,29.5104,28.1679,36.3961,51.5832,16.1474,13.8079,21.6011,49.2212,20.9866,Valid,0,0,0,0,0,0,21.6011,21.60735124426963,-0.006251244269630973,0.006251244269630973,-0.004022155665159025,0
TRN-0518,30.191,68.5258,29.2458,38.1312,11.105,17.2072,23.2016,42.7267,26.6751,Invalid,0,0,0,0,0,2,23.2016,23.62516523415541,-0.4235652341554115,0.4235652341554115,-0.2533690037413225,0
TRN-0097,24.0983,15.5749,32.5565,32.3226,12.5641,10.8077,5.4559,72.9077,17.5511,Invalid,0,0,0,0,0,1,5.4559,17.182846620308087,-11.726946620308087,11.726946620308087,-7.007186487816954,2
TRN-0220,12.1699,57.0484,31.2917,52.7784,9.5998,10.3563,11.9747,50.9553,17.0452,Valid,0,0,0,0,0,0,11.9747,11.73519223905012,0.23950776094988058,0.23950776094988058,0.14281987413257394,1
TRN-0713,11.9594,108.4812,34.5381,58.1279,12.1882,14.8651,14.0675,69.0032,47.8264,Valid,0,0,0,0,0,4,14.0675,14.306907010723592,-0.23940701072359083,0.23940701072359083,-0.14333369777758395,2
TRN-0890,27.1695,81.7422,25.519,26.4742,17.8631,17.0967,22.0936,62.1795,29.1343,Valid,0,0,0,0,0,0,22.0936,22.411301925808722,-0.3177019258087235,0.3177019258087235,-0.19011523582813447,0
TRN-0531,20.7203,99.2481,31.085,54.7814,16.2072,17.0458,19.816,39.6731,41.019,Valid,0,0,0,0,0,1,19.816,19.49043707374072,0.3255629262592805,0.3255629262592805,0.19423819403228557,1
TRN-0369,24.5577,62.3376,30.1652,56.576,15.5392,14.881,19.6012,46.2767,24.6977,Valid,0,0,0,0,0,2,19.6012,20.105726994635607,-0.5045269946356079,0.5045269946356079,-0.30174399302926763,2
TRN-0781,17.8894,74.0111,26.7258,14.7152,12.9996,13.5775,15.9195,62.4277,23.4299,Valid,0,0,0,0,0,2,15.9195,15.835733264232372,0.08376673576762705,0.08376673576762705,0.04976396254913022,0
TRN-0928,25.7367,90.4034,33.5964,54.4149,17.8868,17.9832,22.3347,46.1552,36.6371,Valid,0,0,0,0,0,0,22.3347,22.271395142354027,0.06330485764597427,0.06330485764597427,0.03753790509836231,0
TRN-0194,15.343,109.4771,33.6951,57.5039,14.2222,16.389,16.6468,72.3277,50.4105,Valid,0,0,0,0,0,1,16.6468,16.565299572223147,0.08150042777685229,0.08150042777685229,0.048409834080002746,1
TRN-0743,16.6379,22.9675,37.3504,24.5539,9.2704,8.9039,12.3042,61.3833,15.879,Invalid,0,0,0,0,0,0,12.3042,12.644214828853057,-0.34001482885305734,0.34001482885305734,-0.20344728838418816,2
TRN-0294,31.8012,33.9683,33.232,36.4063,17.3683,15.0914,22.6319,49.1939,21.8126,Valid,0,0,0,0,0,1,22.6319,23.167578806343585,-0.5356788063435829,0.5356788063435829,-0.32035733034722264,2
TRN-0304,23.6657,17.7618,19.2181,49.6166,12.9498,16.1247,17.0497,54.4657,17.0368,Invalid,0,0,0,0,0,4,17.0497,17.055383216736605,-0.005683216736603214,0.005683216736603214,-0.0036827568469700723,2
TRN-0382,14.1328,104.1859,27.4694,17.0621,12.7062,14.6844,14.7467,55.5636,41.6252,Valid,0,0,0,0,0,1,14.7467,14.856591042290065,-0.10989104229006408,0.10989104229006408,-0.06594736689212573,0
TRN-0417,26.973,68.6493,28.7009,27.9014,17.2997,16.4962,21.6952,57.9395,25.9572,Valid,0,0,0,0,0,1,21.6952,21.60783917103028,0.08736082896971809,0.08736082896971809,0.051911448215447444,2
TRN-0297,26.5298,89.9603,18.0,53.9437,18.1662,17.589,22.426,33.5126,31.7561,Valid,0,0,0,0,0,2,22.426,22.727742594446685,-0.3017425944466865,0.3017425944466865,-0.18057946883020526,2
TRN-0622,21.0295,23.2536,34.0265,49.4829,5.4912,11.0359,16.266,51.2347,17.9097,Invalid,0,0,0,0,0,1,16.266,15.747859239674296,0.5181407603257018,0.5181407603257018,0.309304252438186,1
TRN-0563,16.5004,76.4705,23.6697,55.7837,12.9151,13.4514,15.6811,38.7838,23.4619,Valid,0,0,0,0,0,4,15.6811,15.540262934726401,0.1408370652735993,0.1408370652735993,0.08386372226453566,2
TRN-0920,28.0007,43.5856,29.5635,31.3067,16.4039,14.665,21.3004,,20.6462,Valid,0,0,0,1,0,0,21.3004,21.12548374731186,0.17491625268813848,0.17491625268813848,0.10422617876674398,0
TRN-0568,17.0624,18.7827,25.3896,23.4091,9.6033,8.647,12.7841,69.2815,14.8344,Valid,0,0,0,0,0,4,12.7841,12.570491763800492,0.21360823619950864,0.21360823619950864,0.12734480016023147,0
TRN-0227,10.4857,104.8969,33.4685,24.2937,10.7743,13.447,12.3912,44.9239,42.3603,Valid,0,0,0,0,0,0,12.3912,12.699899381619668,-0.30869938161966815,0.30869938161966815,-0.1847361781578615,2
TRN-0581,31.4401,34.7442,44.4525,37.6516,17.718,15.566,23.4067,53.4032,23.1496,Valid,0,0,0,0,0,2,23.4067,22.85024088503952,0.5564591149604823,0.5564591149604823,0.33219962902084565,1
TRN-0320,26.2045,71.2287,39.427,5.5082,16.4818,16.3147,20.7495,74.076,28.4389,Valid,0,0,0,0,0,1,20.7495,20.953075420538525,-0.20357542053852384,0.20357542053852384,-0.12192417331700062,2
TRN-0167,9.1955,28.8878,39.9113,21.6789,6.0801,0.0631,7.9135,42.5394,14.3812,Invalid,0,0,0,0,0,4,7.9135,7.995400886602563,-0.081900886602563,0.081900886602563,-0.04922313222232774,0
TRN-0450,12.2914,80.6737,25.0689,28.09,10.7961,12.1847,12.857,26.3365,23.8166,Valid,0,0,0,0,0,2,12.857,12.79097345955487,0.06602654044512946,0.06602654044512946,0.03916412191323162,2
TRN-0287,24.9197,109.5992,39.1933,44.5793,18.6125,19.6007,22.8927,62.0009,54.3793,Valid,0,0,0,0,0,2,22.8927,22.61932849547925,0.27337150452074965,0.27337150452074965,0.16305360204034608,2
TRN-0650,9.3389,69.1289,34.8242,7.8153,8.6751,10.3544,10.3503,43.2764,21.5834,Valid,0,0,0,0,0,2,10.3503,10.036569978235951,0.31373002176404974,0.31373002176404974,0.18716798428379472,0
TRN-0901,24.5837,32.3434,44.0985,18.3583,13.6707,12.6833,18.0113,56.004,20.0391,Valid,0,0,0,0,0,4,18.0113,18.06517374009016,-0.05387374009016099,0.05387374009016099,-0.03247679538049544,1
TRN-0031,31.5827,42.3262,21.2104,46.5375,18.086,15.3435,23.7902,63.3815,21.3218,Valid,0,0,0,0,0,0,23.7902,23.535282826096232,0.2549171739037668,0.2549171739037668,0.15202706258989637,0
TRN-0199,20.0134,74.4171,30.5929,34.5742,14.1476,14.6017,17.3784,29.7774,25.6966,Valid,0,0,0,0,0,1,17.3784,17.483918052635865,-0.10551805263586544,0.10551805263586544,-0.06333448734969163,1
TRN-0630,24.2394,42.3827,37.0505,29.3917,14.3383,13.4411,18.6192,44.5871,20.1279,Valid,0,0,0,0,0,4,18.6192,18.4786198446278,0.1405801553721986,0.1405801553721986,0.08371021752779928,1
TRN-0605,13.0001,85.6198,45.944,9.1593,11.1971,13.4391,13.1292,44.0425,32.9308,Valid,0,0,0,0,0,4,13.1292,13.290969370224268,-0.16176937022426685,0.16176937022426685,-0.09694488403118826,0
TRN-0704,24.0661,67.4291,32.3245,15.834,15.4074,15.0642,30.0999,60.9044,25.2527,Invalid,0,0,0,0,0,2,30.0999,19.468735994844035,10.631164005155966,10.631164005155966,6.351877786360645,0
TRN-0614,20.2532,103.5468,45.9658,19.1421,15.4626,17.1631,18.7869,44.9124,48.5665,Valid,0,0,0,0,0,0,18.7869,19.00009453937177,-0.21319453937177002,0.21319453937177002,-0.1276716369066983,2
TRN-0315,17.4271,55.0366,20.4553,35.888,11.7702,11.6673,14.6101,43.8198,17.1108,Valid,0,0,0,0,0,4,14.6101,14.807034581768582,-0.19693458176858236,0.19693458176858236,-0.11795624447684812,2
TRN-0018,9.606,80.1658,36.9003,58.9581,7.4058,5.6122,11.8582,50.8925,26.5112,Invalid,0,0,0,0,0,3,11.8582,11.192140750700936,0.6660592492990638,0.6660592492990638,0.3976861660370843,0
TRN-0669,19.456,70.6109,26.7711,19.4439,13.949,13.9951,17.503,32.6376,22.7601,Valid,0,0,0,0,0,2,17.503,16.737546240218403,0.7654537597815967,0.7654537597815967,0.45707480026829256,0
TRN-0168,15.3642,103.1518,32.9891,37.3924,13.7518,15.742,16.2821,60.6418,43.7129,Invalid,0,0,0,0,0,4,16.2821,16.009979480452913,0.27212051954708727,0.27212051954708727,0.16230613330521276,2
TRN-0397,12.6677,60.0778,26.2891,30.817,10.0417,10.7811,12.4172,51.166,16.9303,Valid,0,0,0,0,0,4,12.4172,11.969244806576798,0.44795519342320134,0.44795519342320134,0.26736808372175475,2
TRN-0324,18.6204,80.1765,35.0088,24.0491,13.5275,14.4397,16.6685,,28.5561,Valid,0,0,0,1,0,0,16.6685,16.775049486494336,-0.10654948649433393,0.10654948649433393,-0.0639507733785366,2
TRN-0154,15.6191,87.307,31.2849,31.8206,12.6735,13.9206,15.2714,60.0861,24.836,Invalid,0,0,0,0,0,1,15.2714,15.230687946112308,0.040712053887691724,0.040712053887691724,0.024038610699262636,0
TRN-0666,8.1382,65.7363,39.0356,11.4716,7.6017,9.7427,9.234,32.6448,21.455,Valid,0,0,0,0,0,1,9.234,9.035711706200571,0.19828829379942903,0.19828829379942903,0.11819107073166916,0
TRN-0826,28.4712,27.8256,35.3796,21.3808,15.2771,13.2259,19.943,48.6539,20.0595,Valid,0,0,0,0,0,0,19.943,20.55544759815403,-0.6124475981540272,0.6124475981540272,-0.3662270033811621,0
TRN-0131,18.5812,92.627,32.678,29.3111,14.2849,15.4514,17.3894,51.1103,34.9359,Valid,0,0,0,0,0,3,17.3894,17.35628358601684,0.033116413983158566,0.033116413983158566,0.019500184202141724,0
TRN-0206,15.64,43.7312,36.5787,24.7762,10.3069,10.4717,13.1759,67.9744,17.0176,Valid,0,0,0,0,0,3,13.1759,12.933288663363234,0.2426113366367666,0.2426113366367666,0.14467427353936751,2
TRN-0641,24.5801,94.9394,27.697,34.8704,17.3518,17.6709,21.5468,56.5225,37.4487,Valid,0,0,0,0,0,2,21.5468,21.48018486826687,0.06661513173312983,0.06661513173312983,0.03951580766071435,2
TRN-0478,22.1023,75.3986,39.5437,15.7804,15.0451,15.3171,18.7467,40.8439,29.3263,Valid,0,0,0,0,0,2,18.7467,18.639508004577007,0.10719199542299407,0.10719199542299407,0.06376065281592472,0
TRN-0026,23.3843,84.4197,26.1531,13.7255,16.0969,15.9865,19.9008,42.4546,28.9849,Valid,0,0,0,0,0,3,19.9008,19.83772609602051,0.06307390397948964,0.06307390397948964,0.037399909320158624,1
TRN-0363,12.5154,100.0179,26.6011,17.9126,11.5718,13.6642,13.2085,54.963,36.6662,Valid,0,0,0,0,0,2,13.2085,13.778055122918095,-0.5695551229180946,0.5695551229180946,-0.3405985706770681,0
TRN-0430,20.7575,53.4003,34.8645,24.8433,12.9698,12.7579,16.7595,48.1514,19.0719,Valid,0,0,0,0,0,2,16.7595,16.76536192256434,-0.005861922564342592,0.005861922564342592,-0.0037895343237851964,0
TRN-0936,10.8932,25.4503,34.2131,51.1712,7.0372,7.1364,9.181,62.3112,14.5568,Valid,0,0,0,0,0,1,9.181,9.394815995198256,-0.21381599519825656,0.21381599519825656,-0.12804295935288662,1
TRN-0129,21.1678,103.3248,40.2966,38.4533,16.1599,17.4796,19.4539,,47.0142,Valid,0,0,0,1,0,3,19.4539,19.72264752203903,-0.2687475220390283,0.2687475220390283,-0.16086477556256243,0
TRN-0688,20.0467,29.4538,26.8279,33.6621,11.6891,10.7337,15.4426,54.0091,16.7953,Valid,0,0,0,0,0,0,15.4426,15.247704360171308,0.19489563982869207,0.19489563982869207,0.11616394584556632,2
TRN-0157,22.4119,20.8205,26.7832,21.6598,11.8651,10.3674,15.741,52.7544,16.6935,Valid,0,0,0,0,0,4,15.741,16.08677181643793,-0.34577181643793153,0.34577181643793153,-0.20688711245789074,0
TRN-0422,29.5699,19.6229,39.3521,44.9731,15.9528,13.5415,21.3873,41.892,20.6111,Valid,0,0,0,0,0,3,21.3873,20.966406528061217,0.4208934719387827,0.4208934719387827,0.2511985923574665,1
