Test_ID,total_attention_score,negative_sensor_flag_contrib,sentinel_flag_contrib,s3_s1_inconsistency_flag_contrib,z_score_magnitude_contrib,imputation_count_contrib,missing_count_contrib,model_uncertainty_contrib,centroid_distance_contrib,P_invalid,validity_decision,validity_margin,threshold_margin,regression_prediction,operating_space_support,cv_model_disagreement,cv_regression_model_disagreement,imputation_count,missing_count,CP5_residual,CP5_z_score
TRN-0091,1.1916998766923603,0.0,0.0,0.0,0.2231520616070206,0.0,0.0,0.0,0.9685478150853397,0.0,Valid,0.5,0.236,23.670639867017087,0.5157260924573301,0.0038930588906648847,0.5693766359221525,0.0,0.0,-0.3729932987910569,-0.2231520616070206
TRN-0542,1.7354205573185513,0.0,0.0,0.0,0.1893377800207969,0.0,0.0,0.040000000000000036,1.5060827772977543,0.01,Valid,0.49,0.22599999999999998,27.421861044439574,0.24695861135112282,0.010246844786471697,0.6644455603912681,0.0,0.0,0.3173614537361473,0.1893377800207969
TRN-0937,1.5900560117723899,0.0,0.0,0.0,0.218359123482903,0.0,0.0,0.08000000000000007,1.2916968882894868,0.02,Valid,0.48,0.216,43.43219196211161,0.3541515558552566,0.004389183931577872,0.34575407923777657,0.0,0.0,-0.3649717009754702,-0.218359123482903
TRN-0092,1.423802870557769,0.0,0.0,0.0,0.119538475285028,0.0,0.0,0.040000000000000036,1.264264395272741,0.01,Valid,0.49,0.22599999999999998,17.37607096860193,0.36786780236362954,0.0025593763511581927,0.23862544501704394,0.0,0.0,0.2005433484531806,0.119538475285028
TRN-0268,1.6639646122669816,0.0,0.0,0.0,0.1309648091805373,0.0,0.0,0.1200000000000001,1.4129998030864441,0.03,Valid,0.47,0.206,20.29134195973416,0.29350009845677794,0.006918629951057138,0.23847084126812176,0.0,0.0,0.2196667864452486,0.1309648091805373
TRN-0782,1.4607026605012798,0.0,0.0,0.0,0.0340806816742093,0.0,0.0,0.08000000000000007,1.3466219788270706,0.02,Valid,0.48,0.216,36.50798780992939,0.3266890105864647,0.004773223668418519,0.4188948123556342,0.0,0.0,-0.0565580498928195,-0.0340806816742093
TRN-0919,1.2804565285921927,0.0,0.0,0.0,0.1211924051481418,0.0,0.0,0.0,1.1592641234440508,0.0,Valid,0.5,0.236,21.8653364109942,0.4203679382779746,0.0011585975233938872,0.099687132531041,0.0,0.0,0.2033114125995396,0.1211924051481418
TRN-0053,1.4450195645079287,0.0,0.0,0.0,0.0692206772159043,0.0,0.0,0.040000000000000036,1.3357988872920243,0.01,Valid,0.49,0.22599999999999998,49.175377685543296,0.33210055635398783,0.003329482068411224,0.45851940430601085,0.0,0.0,-0.115369347718385,-0.0692206772159043
TRN-0408,1.5847941204220806,0.0,0.0,0.0,0.1471936247353283,0.0,0.0,0.040000000000000036,1.3976004956867523,0.01,Valid,0.49,0.22599999999999998,21.35052355964941,0.3011997521566239,0.0021170285134783228,0.13405304989529618,0.0,0.0,0.2468277945852897,0.1471936247353283
TRN-0501,1.3901619921135235,0.0,0.0,0.0,0.0798980887799709,0.0,0.0,0.15999999999999992,1.1502639033335527,0.04,Valid,0.46,0.19599999999999998,30.6360091873108,0.42486804833322367,0.0038597895024291883,0.3836569488581194,0.0,0.0,0.1342000680761739,0.0798980887799709
TRN-0311,1.3292373174478602,0.0,0.0,0.0,0.1232026356952796,0.0,0.0,0.0,1.2060346817525807,0.0,Valid,0.5,0.236,31.933576290512224,0.39698265912370967,0.002673771986613363,0.3000146652863461,0.0,0.0,-0.2057150916036079,-0.1232026356952796
TRN-0562,1.4650957016700983,0.0,0.0,0.0,0.1115199652396965,0.0,0.0,0.0,1.3535757364304017,0.0,Valid,0.5,0.236,23.747904148532168,0.32321213178479913,0.0025365267194167344,0.1275766326579554,0.0,0.0,0.1871233415600741,0.1115199652396965
TRN-0126,1.5307999643505397,0.0,0.0,0.0,0.3564870494367935,0.0,0.0,0.0,1.1743129149137461,0.0,Valid,0.5,0.236,20.36731088259174,0.41284354254312694,0.0017359626946687494,0.24021573350154865,0.0,0.0,0.597107233819866,0.3564870494367935
TRN-0676,1.5101928735299257,0.0,0.0,0.0,0.1181268408484599,0.0,0.0,0.0,1.3920660326814658,0.0,Valid,0.5,0.236,43.37138409450528,0.30396698365926705,0.002800901026845927,0.4972289925161938,0.0,0.0,0.1981807968367093,0.1181268408484599
TRN-0360,1.7583774260781908,0.0,0.0,0.0,0.0959432999545607,0.0,0.0,0.28,1.3824341261236301,0.07,Valid,0.43,0.16599999999999998,29.11221499054591,0.3087829369381849,0.003705427429193182,0.05853524218060137,0.0,0.0,0.1610537906938454,0.0959432999545607
TRN-0367,1.5934868708441483,0.0,0.0,0.0,0.1811597102276798,0.0,0.0,0.08000000000000007,1.3323271606164684,0.02,Valid,0.48,0.216,44.516473010565846,0.3338364196917658,0.005347876333112418,0.3237121055172408,0.0,0.0,0.3036744031026153,0.1811597102276798
TRN-0405,2.5258956691901386,0.0,0.0,0.0,0.2776965293069345,0.0,1.0,0.0,1.2481991398832042,0.0,Valid,0.5,0.236,21.127323313344423,0.37590043005839796,0.0029220629559475004,0.1846099516422344,0.0,1.0,0.4652411742556239,0.2776965293069345
TRN-0868,1.7618267684309565,0.0,0.0,0.0,0.2361714962444009,0.0,0.0,0.0,1.5256552721865557,0.0,Valid,0.5,0.236,54.536660994230026,0.23717236390672214,0.005406799756090851,0.28682911466037214,0.0,0.0,-0.3947829955788933,-0.2361714962444009
TRN-0020,1.8623194043612137,0.0,0.0,0.0,0.2917883944448555,0.0,0.0,0.15999999999999992,1.4105310099163584,0.04,Valid,0.46,0.19599999999999998,13.53252449859243,0.2947344950418208,0.00519863389468837,0.10008570889124492,0.0,0.0,0.4888257212872426,0.2917883944448555
TRN-0316,1.540587072388384,0.0,0.0,0.0,0.4027370312088837,0.0,0.0,0.040000000000000036,1.0978500411795005,0.01,Valid,0.49,0.22599999999999998,19.251662435944784,0.45107497941024977,0.002801581813281619,0.2231358912034272,0.0,0.0,-0.6735518210514968,-0.4027370312088837
TRN-0067,1.691259923066367,0.0,0.0,0.0,0.1234278687487075,0.0,0.0,0.08000000000000007,1.4878320543176593,0.02,Valid,0.48,0.216,19.55259118689247,0.25608397284117035,0.020550829089950148,0.3064791674988631,0.0,0.0,-0.2060920480596664,-0.1234278687487075
TRN-0317,1.5630947202171939,0.0,0.0,0.0,0.1406497218296653,0.0,0.0,0.08000000000000007,1.3424449983875286,0.02,Valid,0.48,0.216,25.683795957742877,0.32877750080623563,0.001335866829622433,0.36468372650125885,0.0,0.0,0.235875732218922,0.1406497218296653
TRN-0087,9.920883022686757,0.0,0.0,2.0,6.457281919229795,0.0,0.0,0.040000000000000036,1.4236011034569622,0.99,Invalid,0.49,0.754,20.302440553360952,0.28819944827151883,0.007483314773547889,0.2699677143897101,0.0,0.0,-10.806610665215404,-6.457281919229795
TRN-0801,1.7440876914277457,0.0,0.0,0.0,0.2177263075925812,0.0,0.0,0.08000000000000007,1.4463613838351645,0.02,Valid,0.48,0.216,41.85042220640778,0.27681930808241767,0.0009671138021780646,0.8430996295031281,0.0,0.0,0.3648733023894142,0.2177263075925812
TRN-0012,1.4100180391840407,0.0,0.0,0.0,0.0937484035754504,0.0,0.0,0.040000000000000036,1.2762696356085903,0.01,Valid,0.49,0.22599999999999998,21.033912644571775,0.3618651821957048,0.0020533304151127392,0.0987244036964496,0.0,0.0,-0.1564196494523066,-0.0937484035754504
TRN-0578,1.4342753983397587,0.0,0.0,0.0,0.0606307915262876,0.0,0.0,0.08000000000000007,1.293644606813471,0.02,Valid,0.48,0.216,23.156595129838585,0.35317769659326453,0.0026343331897982986,0.13825467186563098,0.0,0.0,-0.1009930702660959,-0.0606307915262876
TRN-0859,1.8739068731786301,0.0,0.0,0.0,0.0500319760175928,0.0,0.0,0.3599999999999999,1.4638748971610376,0.09,Valid,0.41000000000000003,0.146,14.27629345964962,0.26806255141948127,0.0070265014912712235,0.20003235255352642,0.0,0.0,0.0842152907452824,0.0500319760175928
TRN-0533,4.195561135112927,0.0,0.0,0.0,0.5582189114886876,1.0,1.0,0.6800000000000002,0.9573422236242388,0.83,Invalid,0.32999999999999996,0.594,30.79526326963533,0.5213288881878806,0.05357961688812335,2.736775583185649,1.0,1.0,0.9347314263432428,0.5582189114886876
TRN-0967,1.3722163441561828,0.0,0.0,0.0,0.0570367454494394,0.0,0.0,0.0,1.3151795987067434,0.0,Valid,0.5,0.236,19.304272932212765,0.34241020064662836,0.0025608116119127905,0.07217155649028127,0.0,0.0,-0.0949779723423205,-0.0570367454494394
TRN-0788,1.30974391024501,0.0,0.0,0.0,0.0572224510217058,0.0,0.0,0.0,1.252521459223304,0.0,Valid,0.5,0.236,18.261750920695924,0.37373927038834803,0.0031126492347388055,0.1835241613565834,0.0,0.0,-0.0952887744796022,-0.0572224510217058
TRN-0700,1.347604333003912,0.0,0.0,0.0,0.1943416327767217,0.0,0.0,0.1200000000000001,1.0332627002271901,0.03,Valid,0.47,0.206,20.71446757567994,0.4833686498864049,0.0027702933891970384,0.1523820816833156,0.0,0.0,-0.3247753441697902,-0.1943416327767217
TRN-0151,1.6985308850328775,0.0,0.0,0.0,0.3579724133119359,0.0,0.0,0.040000000000000036,1.3005584717209415,0.01,Valid,0.49,0.22599999999999998,18.5749362226014,0.3497207641395293,0.003333946627190471,0.1241899979075126,0.0,0.0,0.5995931811255986,0.3579724133119359
TRN-0236,1.2375795540233785,0.0,0.0,0.0,0.0894612992208841,0.0,0.0,0.0,1.1481182548024944,0.0,Valid,0.5,0.236,18.83894189195904,0.4259408725987528,0.0020690255259341837,0.18643663574997574,0.0,0.0,0.1502053295663685,0.0894612992208841
TRN-0130,1.6390238419808356,0.0,0.0,0.0,0.2228406482314531,0.0,0.0,0.040000000000000036,1.3761831937493825,0.01,Valid,0.49,0.22599999999999998,19.143983059680405,0.31190840312530876,0.0063890611024086125,0.05904158721885799,0.0,0.0,0.3734328086118097,0.2228406482314531
TRN-0558,1.758461209281091,0.0,0.0,0.0,0.2615861250534263,0.0,0.0,0.08000000000000007,1.4168750842276645,0.02,Valid,0.48,0.216,15.613209550103834,0.2915624578861677,0.0025164786346266272,0.17470079602248542,0.0,0.0,0.4382783426434482,0.2615861250534263
TRN-0335,1.4880826473692972,0.0,0.0,0.0,0.0006716868574344,0.0,0.0,0.1200000000000001,1.3674109605118627,0.03,Valid,0.47,0.206,52.87912081672809,0.31629451974406864,0.004099335176945098,0.7063961056929254,0.0,0.0,-0.0006438042040066,-0.0006716868574344
TRN-0747,2.041640830782038,0.0,0.0,0.0,0.1219805350778634,0.0,0.0,0.48,1.4396602957041744,0.12,Valid,0.38,0.11599999999999999,12.96078922464554,0.2801698521479128,0.015837087648696013,0.12903046700335216,0.0,0.0,-0.2036697491874886,-0.1219805350778634
TRN-0065,1.4094759074198704,0.0,0.0,0.0,0.0749397393545604,0.0,0.0,0.08000000000000007,1.25453616806531,0.02,Valid,0.48,0.216,37.05991004732289,0.37273191596734495,0.003016048044633086,0.3583060921196651,0.0,0.0,-0.1249409330738906,-0.0749397393545604
TRN-0257,2.338696863153128,0.0,0.0,0.0,0.0034399054838051,0.0,1.0,0.0,1.335256957669323,0.0,Valid,0.5,0.236,21.19486512298582,0.3323715211653385,0.0035440063094461897,0.16962456853922062,0.0,1.0,0.0062374738949344,0.0034399054838051
TRN-0443,1.4265490890866896,0.0,0.0,0.0,0.0968909690825179,0.0,0.0,0.040000000000000036,1.2896581200041717,0.01,Valid,0.49,0.22599999999999998,33.76452206567415,0.3551709399979141,0.00765358602457561,0.16983304967498358,0.0,0.0,0.1626398367494932,0.0968909690825179
TRN-0507,1.778485514133449,0.0,0.0,0.0,0.1634267897852052,0.0,0.0,0.24,1.3750587243482437,0.06,Valid,0.44,0.176,22.68489746806605,0.3124706378258782,0.015949340626543553,0.13202221829178518,0.0,0.0,0.273996082164242,0.1634267897852052
TRN-0943,1.229570900265639,0.0,0.0,0.0,0.1483072640751051,0.0,0.0,0.040000000000000036,1.0412636361905339,0.01,Valid,0.49,0.22599999999999998,25.444176307283712,0.479368181904733,0.002200054601313471,0.2888532871060012,0.0,0.0,-0.2477309129970457,-0.1483072640751051
TRN-0438,1.6288331593741414,0.0,0.0,0.0,0.128076012846507,0.0,0.0,0.08000000000000007,1.4207571465276343,0.02,Valid,0.48,0.216,14.6921763845249,0.28962142673618285,0.009420535012598718,0.2642194897763463,0.0,0.0,-0.2138713144670134,-0.128076012846507
TRN-0323,1.6047219438449827,0.0,0.0,0.0,0.2358389341593601,0.0,0.0,0.040000000000000036,1.3288830096856226,0.99,Invalid,0.49,0.754,40.36011643693533,0.3355584951571887,0.01255515488618007,0.1910363656664612,0.0,0.0,-0.3942264101972696,-0.2358389341593601
TRN-0541,1.3733256398838813,0.0,0.0,0.0,0.0870203538914347,0.0,0.0,0.0,1.2863052859924466,0.0,Valid,0.5,0.236,37.63110606963642,0.3568473570037766,0.0018618646079222733,0.3782597819911031,0.0,0.0,-0.1451593937905677,-0.0870203538914347
TRN-0513,2.6494665075749415,0.0,0.0,0.0,0.1135422409892202,0.0,0.0,1.12,1.415924266585721,0.28,Invalid,0.21999999999999997,0.04400000000000004,14.412002984329376,0.29203786670713955,0.01376621788338571,0.20211637383164793,0.0,0.0,0.1905078798776598,0.1135422409892202
TRN-0830,1.5442968784880402,0.0,0.0,0.0,0.0630421625628675,0.0,0.0,0.1200000000000001,1.3612547159251727,0.03,Valid,0.47,0.206,53.02304706293679,0.31937264203741367,0.004774928504132339,0.3319262990464122,0.0,0.0,-0.105028809543068,-0.0630421625628675
TRN-0124,4.574748657933032,0.0,3.0,0.0,0.1100977124029475,0.0,0.0,0.2400000000000002,1.224650945530084,0.94,Invalid,0.43999999999999995,0.704,19.806134259120554,0.38767452723495793,0.023902314435582873,0.26501952456276473,0.0,0.0,0.1847430186864969,0.1100977124029475
TRN-0434,2.5501997772431473,0.0,0.0,0.0,0.0095795946592175,0.0,1.0,0.040000000000000036,1.5006201825839298,0.01,Valid,0.49,0.22599999999999998,43.05811278987792,0.24968990870803506,0.0037910271912262906,2.831585977404008,0.0,1.0,-0.0155523325250115,-0.0095795946592175
TRN-0742,1.6108462352544974,0.0,0.0,0.0,0.2122452703238158,0.0,0.0,0.0,1.3986009649306816,0.0,Valid,0.5,0.236,20.76832521997532,0.3006995175346592,0.0017264613938472715,0.12712474543103594,0.0,0.0,0.3557000822384921,0.2122452703238158
TRN-0351,1.938174857029306,0.0,0.0,0.0,0.0758102523003878,0.0,0.0,0.3599999999999999,1.5023646047289183,0.09,Valid,0.41000000000000003,0.146,41.89733428018942,0.24881769763554087,0.02039503683414237,0.9828241456246981,0.0,0.0,-0.1263978483446202,-0.0758102523003878
TRN-0736,1.423427208615808,0.0,0.0,0.0,0.004022155665159,0.0,0.0,0.040000000000000036,1.379405052950649,0.01,Valid,0.49,0.22599999999999998,20.346404373581866,0.31029747352467557,0.0027634715542236917,0.0929935835761022,0.0,0.0,-0.0062512442696309,-0.004022155665159
TRN-0518,1.528612520850587,0.0,0.0,0.0,0.2533690037413225,0.0,0.0,0.040000000000000036,1.2352435171092644,0.99,Invalid,0.49,0.754,26.9002891849586,0.3823782414453678,0.008404029534271102,0.2834458149856085,0.0,0.0,-0.4235652341554115,-0.2533690037413225
TRN-0097,10.335841429102677,0.0,0.0,2.0,7.007186487816954,0.0,0.0,0.040000000000000036,1.2886549412857218,0.99,Invalid,0.49,0.754,17.07649862969029,0.3556725293571391,0.010954451150103333,0.34845096564222083,0.0,0.0,-11.726946620308087,-7.007186487816954
TRN-0220,1.624131707654544,0.0,0.0,0.0,0.1428198741325739,0.0,0.0,0.19999999999999996,1.2813118335219702,0.05,Valid,0.45,0.186,16.736433654528952,0.35934408323901484,0.00319631299747868,0.12546643701719995,0.0,0.0,0.2395077609498805,0.1428198741325739
TRN-0713,2.0255124263587985,0.0,0.0,0.0,0.1433336977775839,0.0,0.0,0.43999999999999995,1.4421787285812147,0.11,Valid,0.39,0.126,43.11856749656752,0.2789106357093926,0.027629287292456898,2.0683402489224822,0.0,0.0,-0.2394070107235908,-0.1433336977775839
TRN-0890,1.5271466966657359,0.0,0.0,0.0,0.1901152358281344,0.0,0.0,0.08000000000000007,1.2570314608376014,0.02,Valid,0.48,0.216,29.349301796713156,0.37148426958119934,0.0035749396763091823,0.17505947850579284,0.0,0.0,-0.3177019258087235,-0.1901152358281344
TRN-0531,1.5231660541925145,0.0,0.0,0.0,0.1942381940322855,0.0,0.0,0.0,1.328927860160229,0.0,Valid,0.5,0.236,40.28716459823776,0.33553606991988555,0.0035861219704208937,0.35032800862070645,0.0,0.0,0.3255629262592805,0.1942381940322855
TRN-0369,1.5767814754272789,0.0,0.0,0.0,0.3017439930292676,0.0,0.0,0.0,1.2750374823980113,0.0,Valid,0.5,0.236,24.94034749192404,0.36248125880099435,0.0017208890143982569,0.2803058351797602,0.0,0.0,-0.5045269946356079,-0.3017439930292676
TRN-0781,1.3078425386705854,0.0,0.0,0.0,0.0497639625491302,0.0,0.0,0.040000000000000036,1.2180785761214552,0.01,Valid,0.49,0.22599999999999998,23.352607561771585,0.39096071193927245,0.002599104161808586,0.28932304500644573,0.0,0.0,0.083766735767627,0.0497639625491302
TRN-0928,1.4263214304132235,0.0,0.0,0.0,0.0375379050983623,0.0,0.0,0.08000000000000007,1.308783525314861,0.02,Valid,0.48,0.216,37.11399936385853,0.3456082373425695,0.0024681130276115156,0.19949126122820388,0.0,0.0,0.0633048576459742,0.0375379050983623
TRN-0194,2.7419579479043596,0.0,0.0,0.0,0.0484098340800027,0.0,0.0,1.28,1.4135481138243566,0.32,Invalid,0.18,0.08400000000000002,48.587143883649695,0.2932259430878217,0.0216503257134244,0.8494053759623398,0.0,0.0,0.0815004277768522,0.0484098340800027
TRN-0743,3.4093109207438856,0.0,0.0,0.0,0.2034472883841881,0.0,0.0,1.96,1.2458636323596974,0.51,Invalid,0.010000000000000009,0.274,16.248551007321712,0.37706818382015134,0.015164120874902931,0.16337082486831744,0.0,0.0,-0.3400148288530573,-0.2034472883841881
TRN-0294,1.6468233208772434,0.0,0.0,0.0,0.3203573303472226,0.0,0.0,0.0,1.326465990530021,0.0,Valid,0.5,0.236,20.8597089523411,0.3367670047349896,0.0022414507618575244,0.18269441829838604,0.0,0.0,-0.5356788063435829,-0.3203573303472226
TRN-0304,3.4440200400024894,0.0,0.0,0.0,0.00368275684697,0.0,0.0,1.96,1.4803372831555193,0.49,Invalid,0.010000000000000009,0.254,17.442373423029657,0.25983135842224037,0.11405671302818143,0.4224621623681416,0.0,0.0,-0.0056832167366032,-0.00368275684697
TRN-0382,1.6676950351035793,0.0,0.0,0.0,0.0659473668921257,0.0,0.0,0.24,1.3617476682114535,0.06,Valid,0.44,0.176,42.418256565477904,0.3191261658942733,0.00914908805870291,0.12422271722423202,0.0,0.0,-0.109891042290064,-0.0659473668921257
TRN-0417,1.4420340157503306,0.0,0.0,0.0,0.0519114482154474,0.0,0.0,0.28,1.1101225675348831,0.07,Valid,0.43,0.16599999999999998,26.361683366151603,0.4449387162325584,0.0028211968229330405,0.3577690476741826,0.0,0.0,0.087360828969718,0.0519114482154474
TRN-0297,1.824890382594558,0.0,0.0,0.0,0.1805794688302052,0.0,0.0,0.15999999999999992,1.4843109137643529,0.04,Valid,0.46,0.19599999999999998,34.06684152907188,0.2578445431178236,0.0055420002603325655,0.5703582377455712,0.0,0.0,-0.3017425944466865,-0.1805794688302052
TRN-0622,1.6393213308564814,0.0,0.0,0.0,0.309304252438186,0.0,0.0,0.040000000000000036,1.2900170784182954,0.99,Invalid,0.49,0.754,17.631643417111864,0.3549914607908523,0.00681839272750658,0.09719663398297965,0.0,0.0,0.5181407603257018,0.309304252438186
TRN-0563,1.5328721059252353,0.0,0.0,0.0,0.0838637222645356,0.0,0.0,0.08000000000000007,1.3690083836606997,0.02,Valid,0.48,0.216,22.836032209700768,0.31549580816965017,0.0023852050283133183,0.21295884035954443,0.0,0.0,0.1408370652735993,0.0838637222645356
TRN-0920,2.327128353902502,0.0,0.0,0.0,0.1042261787667439,0.0,1.0,0.040000000000000036,1.1829021751357582,0.01,Valid,0.49,0.22599999999999998,20.68773713978544,0.4085489124321209,0.002384823395437354,0.19552139410861613,0.0,1.0,0.1749162526881384,0.1042261787667439
TRN-0568,1.761372530593011,0.0,0.0,0.0,0.1273448001602314,0.0,0.0,0.28,1.3540277304327795,0.07,Valid,0.43,0.16599999999999998,15.331093291565944,0.3229861347836103,0.0029046819042240135,0.19908659774683649,0.0,0.0,0.2136082361995086,0.1273448001602314
TRN-0227,1.5344700135300366,0.0,0.0,0.0,0.1847361781578615,0.0,0.0,0.0,1.349733835372175,0.0,Valid,0.5,0.236,42.17602152066817,0.3251330823139125,0.004938885430208274,0.28338511059722815,0.0,0.0,-0.3086993816196681,-0.1847361781578615
TRN-0581,1.736561913496416,0.0,0.0,0.0,0.3321996290208456,0.0,0.0,0.0,1.4043622844755705,0.0,Valid,0.5,0.236,22.79598168845852,0.2978188577622147,0.004206008412992714,0.24132163042402108,0.0,0.0,0.5564591149604823,0.3321996290208456
TRN-0320,2.620942146848016,0.0,0.0,0.0,0.1219241733170006,0.0,0.0,1.16,1.3390179735310155,0.29,Invalid,0.21000000000000002,0.05399999999999999,28.267905377906786,0.3304910132344923,0.012658555417965239,0.28405567470697773,0.0,0.0,-0.2035754205385238,-0.1219241733170006
TRN-0167,2.4662007484354755,0.0,0.0,0.0,0.0492231322223277,0.0,0.0,1.04,1.3769776162131477,0.74,Invalid,0.24,0.504,14.859768050641028,0.3115111918934262,0.06060911013509498,0.16472310558404377,0.0,0.0,-0.081900886602563,-0.0492231322223277
TRN-0450,1.397023008565868,0.0,0.0,0.0,0.0391641219132316,0.0,0.0,0.08000000000000007,1.2778588866526364,0.02,Valid,0.48,0.216,23.317193240666366,0.36107055667368176,0.005952229229161875,0.2509147935464002,0.0,0.0,0.0660265404451294,0.0391641219132316
TRN-0287,1.6318554761555508,0.0,0.0,0.0,0.163053602040346,0.0,0.0,0.1200000000000001,1.3488018741152046,0.03,Valid,0.47,0.206,55.49283217500654,0.32559906294239777,0.009090768495389541,0.4267625447711243,0.0,0.0,0.2733715045207496,0.163053602040346
TRN-0650,1.5553405094966808,0.0,0.0,0.0,0.1871679842837947,0.0,0.0,0.0,1.368172525212886,0.0,Valid,0.5,0.236,21.59772897709085,0.31591373739355694,0.00276500556906391,0.2813717207138304,0.0,0.0,0.3137300217640497,0.1871679842837947
TRN-0901,1.4115549773720082,0.0,0.0,0.0,0.0324767953804954,0.0,0.0,0.040000000000000036,1.3390781819915127,0.01,Valid,0.49,0.22599999999999998,20.974242882263606,0.3304609090042437,0.003365283758466655,0.2620594629226929,0.0,0.0,-0.0538737400901609,-0.0324767953804954
